5,20,17,13,4,3,9,19
17,20,15,18,19,1,12,5
8,16,14,3,5,19,1,13
4,2,15,17,19,1,18,6
5,1,11,17,13,8,3,7
20,9,16,19,15,17,1,3
9,3,2,14,5,19,17,1
2,20,16,8,17,12,5,10
12,5,2,19,14,6,10,16
15,10,11,20,5,19,6,18
3,16,12,4,11,8,1,15
13,2,16,12,4,19,11,10
18,13,12,7,16,2,11,10
17,9,10,6,11,14,3,13
3,17,2,10,20,7,6,4
8,17,13,14,7,19,16,18
18,14,8,16,20,7,6,11
5,6,15,13,16,19,1,10
14,20,7,16,19,1,17,4
15,9,5,8,1,2,13,20
7,5,12,2,19,10,8,18
6,13,11,1,7,15,3,4
9,4,1,16,12,3,19,13
14,11,4,12,6,9,8,13
19,8,15,6,20,13,9,3
3,4,11,18,12,17,16,9
18,5,3,15,2,6,8,19
13,8,14,19,6,5,7,3
1,5,16,3,14,9,12,15
14,18,10,17,15,2,6,8
9,10,3,16,13,18,5,7
2,12,14,6,15,17,5,3
14,15,16,3,19,6,1,20
10,5,12,17,13,16,11,14
13,2,5,4,12,20,1,14
18,8,16,7,5,19,15,20
14,9,17,16,13,7,15,19
4,1,17,20,9,7,2,15
19,16,11,13,9,10,15,5
13,7,6,20,8,4,10,14
15,4,12,5,9,7,16,14
9,19,4,5,16,17,14,11
3,15,2,4,19,14,17,13
11,13,10,20,9,17,1,19
20,11,7,1,14,15,4,2
1,13,15,8,5,18,3,2
20,15,19,8,2,5,16,17
14,20,1,16,4,8,12,15
16,1,17,11,3,15,19,5
7,16,17,8,1,6,9,18
6,16,7,8,17,12,3,14
4,2,12,10,9,18,13,7
10,19,6,16,8,20,3,18
17,16,11,18,19,5,10,15
11,19,12,18,5,10,1,8
10,14,6,2,11,20,15,3
15,11,8,3,1,14,17,2
13,19,11,12,8,10,9,7
4,13,3,1,5,16,6,12
1,17,6,20,8,13,4,14
7,14,11,13,4,20,8,17
8,9,15,20,16,2,17,11
9,17,18,10,14,13,15,11
14,18,6,3,19,8,4,10
10,6,1,11,2,4,5,16
1,20,15,4,6,17,16,18
7,8,12,19,1,13,9,6
16,7,10,1,9,14,8,18
17,4,13,18,16,20,2,12
1,7,8,17,5,18,11,12
11,3,12,5,19,17,18,13
16,20,11,3,19,1,5,9
14,15,1,4,10,7,18,5
12,6,15,14,11,1,10,2
8,14,17,2,19,1,12,20
5,1,10,3,12,18,13,7
7,9,3,13,20,4,16,2
8,18,7,20,3,13,19,6
18,5,2,13,16,8,1,15
11,8,2,4,14,19,1,7
5,14,9,20,6,13,4,18
17,10,6,11,8,2,4,5
7,11,15,19,8,18,4,6
20,1,2,3,7,4,12,8
13,11,18,3,15,8,10,19
14,8,5,1,2,17,20,9
2,9,18,13,19,12,16,14
10,11,20,1,15,2,7,14
19,11,7,9,10,14,20,4
14,6,13,1,8,16,10,17
4,12,5,14,8,17,11,2
20,6,3,8,1,4,17,5
15,12,7,19,20,5,13,3
8,1,10,12,15,7,20,3
14,6,10,1,8,13,9,17
19,6,5,14,13,7,16,2
4,16,10,5,3,18,9,19
12,10,16,15,11,17,4,1
19,5,15,13,11,14,10,20
2,3,15,8,12,13,17,4
16,7,20,4,8,14,6,19
14,19,4,1,15,20,17,16
11,15,16,5,3,9,2,12
3,20,18,8,6,15,9,14
5,12,16,15,19,10,18,20
19,15,4,18,10,16,12,9
8,17,3,18,13,12,9,7
12,16,7,18,14,13,19,17
14,2,12,7,16,19,15,10
2,8,11,20,6,19,18,5
8,15,4,10,11,2,1,16
13,3,17,1,9,18,16,2
3,9,2,7,8,4,15,13
18,17,14,15,5,12,3,6
10,13,19,15,1,12,8,6
5,1,8,11,17,4,10,16
16,5,8,14,15,7,1,2
14,20,13,6,12,2,18,9
3,1,2,18,17,4,15,10
19,5,17,2,8,15,18,12
11,17,15,13,5,4,19,7
12,9,18,13,11,5,15,19
19,15,16,20,7,2,5,10
10,3,11,6,5,14,1,15
17,4,15,18,6,14,7,10
2,8,17,18,13,7,12,4
19,1,10,17,11,5,2,18
2,13,1,6,4,15,17,20
17,12,13,4,16,2,5,14
15,17,14,18,4,11,9,12
13,15,5,4,17,18,7,3
13,11,7,8,1,4,10,5
15,12,8,19,4,20,1,18
16,4,5,9,19,12,11,8
13,5,12,8,7,3,20,16
20,9,6,14,18,12,15,2
8,15,3,14,11,7,4,1
15,8,11,3,16,19,9,4
8,5,3,10,12,9,18,16
14,15,16,2,18,1,5,8
6,18,2,13,11,19,7,15
12,8,2,6,3,1,10,5
8,9,15,4,5,3,12,11
7,17,19,2,10,6,3,1
16,11,10,3,7,19,13,17
9,20,16,7,12,2,17,11
10,7,1,3,5,11,12,4
6,4,11,9,13,2,10,8
8,9,17,20,4,18,13,16
11,5,2,13,9,20,15,18
5,20,13,10,9,7,11,16
2,18,19,10,20,17,7,8
1,17,2,14,16,5,7,20
17,8,7,18,16,11,15,4
4,10,19,6,9,14,5,20
19,18,17,15,11,2,14,5
7,6,12,16,14,4,15,3
1,16,7,5,9,4,18,3
18,14,13,19,5,20,10,2
9,6,8,12,19,13,11,7
12,9,6,16,1,4,10,18
13,17,5,14,2,6,20,12
1,4,20,3,12,14,5,8
14,10,19,6,18,2,4,3
18,5,13,2,6,12,11,14
8,11,14,9,12,16,3,6
1,2,13,10,17,6,18,7
6,1,20,16,18,15,2,19
1,5,10,15,11,16,20,7
19,17,7,14,11,18,6,15
9,2,3,13,1,18,11,15
10,12,18,11,1,16,14,19
16,5,17,4,7,8,14,11
16,6,15,8,17,12,11,4
8,17,4,6,10,12,19,2
12,13,19,18,15,9,5,16
2,19,1,9,16,10,4,17
18,14,6,20,19,17,15,1
13,5,15,1,14,6,16,12
5,20,18,14,1,8,2,15
20,15,10,9,8,1,4,13
4,3,12,11,16,6,17,1
10,19,20,2,14,15,6,11
9,5,11,8,3,16,17,2
16,3,6,4,11,19,1,10
3,6,7,5,4,18,17,16
20,16,8,9,19,6,1,3
14,1,19,10,5,16,2,18
17,20,6,5,13,9,8,15
16,4,15,17,14,20,18,6
20,5,19,16,13,7,9,12
18,3,4,20,12,14,5,8
10,18,13,17,15,11,7,20
3,18,5,2,7,19,17,12
15,11,6,12,19,14,8,2
17,18,5,4,1,12,19,7
6,3,11,4,16,10,13,7
1,4,12,20,19,5,3,7
2,4,19,20,8,9,12,16
11,4,6,2,16,15,20,17
12,13,6,2,16,3,4,11
14,17,19,18,10,4,1,13
16,4,9,14,18,11,20,19
20,2,6,9,13,3,14,18
10,6,4,14,7,1,9,13
1,10,13,19,12,16,4,17
19,14,16,12,9,5,18,20
19,11,7,12,5,18,17,2
4,6,8,13,10,1,15,7
18,9,3,10,20,16,11,6
10,8,17,7,5,14,2,15
8,10,20,6,12,17,4,5
2,5,9,17,1,15,12,16
16,18,2,10,3,14,17,8
8,17,11,6,2,20,14,18
14,9,10,2,15,11,17,6
7,17,15,12,11,1,14,6
13,2,17,20,5,9,7,3
6,20,1,19,5,12,3,8
1,13,16,5,14,9,19,17
14,11,4,9,17,18,19,7
6,5,8,2,16,15,1,10
18,20,2,12,3,1,4,8
13,4,7,6,14,12,20,17
14,5,15,2,4,3,13,8
10,3,8,17,11,16,13,5
18,19,17,12,1,3,9,7
18,11,17,15,1,19,20,2
7,13,2,20,15,8,4,1
18,3,2,4,7,10,17,13
7,3,15,13,6,1,2,14
3,20,13,16,1,5,4,19
8,14,19,11,20,6,16,10
6,19,14,17,9,4,20,8
13,18,7,14,16,4,5,11
6,9,10,19,2,17,12,8
10,1,19,13,5,16,11,17
5,16,8,14,6,4,18,20
1,6,19,13,16,5,3,15
18,10,3,11,15,9,16,4
7,1,18,10,3,13,9,20
10,13,19,3,12,4,9,14
2,17,3,14,7,19,18,6
11,13,2,5,9,8,3,18
15,11,4,18,8,20,14,9
2,18,7,19,6,5,3,12
19,17,9,3,18,16,6,11
1,3,8,2,13,10,19,6
7,13,12,6,11,4,3,9
3,11,10,1,16,15,9,18
20,10,6,18,17,13,5,15
4,2,12,14,5,10,20,8
1,11,18,4,13,7,14,19
19,8,3,5,14,15,2,12
14,18,1,6,2,15,8,12
8,17,14,20,3,19,15,4
19,13,17,3,6,11,18,2
6,5,3,7,20,19,14,9
20,11,15,19,4,3,16,18
8,6,13,18,4,9,11,7
17,12,14,5,19,11,18,1
17,1,13,4,11,16,7,19
15,11,12,14,19,9,17,2
14,10,9,4,7,5,15,17
15,6,8,3,14,4,5,20
20,10,18,3,16,7,17,19
7,19,6,5,4,17,2,3
19,11,16,17,1,20,18,4
1,3,20,8,14,6,9,15
19,10,12,11,5,8,3,18
2,18,4,1,12,16,11,7
19,20,16,11,7,6,10,8
15,3,4,14,11,16,18,2
13,14,17,10,19,20,16,9
15,2,17,3,8,20,6,10
19,16,18,3,7,13,15,1
14,17,18,3,16,13,10,8
15,8,4,10,12,7,16,1
14,20,4,9,5,19,13,8
8,9,2,6,13,10,4,20
11,8,12,7,17,6,14,5
16,5,12,9,20,14,11,7
20,1,17,8,7,13,10,4
12,19,17,1,18,5,13,14
5,10,2,11,16,4,3,18
17,2,1,16,20,6,18,11
17,9,20,6,1,14,16,4
1,17,5,18,3,16,9,11
10,1,3,6,7,18,2,16
5,4,10,15,3,8,13,18
14,17,5,2,12,19,11,15
2,10,7,6,4,17,15,16
9,3,18,12,10,8,6,5
9,11,12,8,7,4,1,5
13,1,19,3,20,6,2,8
6,1,17,10,14,18,15,16
19,5,6,3,9,1,17,2
1,20,2,3,15,7,18,11
18,3,13,8,2,4,5,14
9,6,10,4,20,11,7,2
6,7,10,3,11,19,20,5
4,2,3,16,14,6,17,19
18,6,3,11,4,8,9,16
19,12,8,11,7,4,18,9
8,5,15,7,12,1,9,2
19,13,18,2,20,12,17,3
9,14,10,16,11,1,18,15
19,12,2,15,14,6,7,16
3,14,10,20,5,18,19,6
3,13,15,2,18,19,1,11
